id,Producator,Dimensiune,Detalii,Aplicatie,Pret ROTIS cu TVA,Odai,Braila,Cluj,Cod articol
2899,BF GOODRICH,225/55/R17,G GRIP GO,VARA,511.36,2,0,0,ABF2255517WGGR
2888,CONTINENTAL,235/50/R18,SPORT CONTACT 5 SUV RUN FLAT,4X4 VARA,769.34,1,0,0,AC2355018VSC5SS
2897,NOKIAN,205/55/R16,WEATHERPROOF,ALL SEASONS All Season,336.33,26,0,20,AN2055516HWPR
2882,YOKOHAMA,225/60/R17,G012,VARA,573.1,4,0,0,AY2256017HG012
2939,KUMHO,"215/75/R17,5",RS03,DIRECTIE REGIONAL VARA,715.7,6,0,0,AK21575175MRS03
2955,KUMHO,"295/80/R22,5",RD02,TRACTIUNE REGIONAL VARA,1438.59,8,0,0,AK29580225MRD02
2905,NOKIAN,265/50/R19,zLINE SUV,4X4 VARA,753.87,22,0,4,AN2655019YZLISX
2906,PIRELLI,225/55/R17,WINTER SOTTO ZERO 3,IARNA,659.8,6,0,0,AP2255517VWSZ3X
2915,DUNLOP,215/45/R16,FASTRESPONSE,VARA,462.75,2,0,0,AD2154516VFAX
2929,KUMHO,"385/65/R22,5",RS04,DIRECTIE REGIONAL VARA,1642.08,2,0,0,AK38565225KRS04
2931,SEMPERIT,195/50/R15,SPEED LIFE 2,VARA,183.76,1,0,0,ASE1955015HSL2
2938,KUMHO,"215/75/R17,5",RD02,TRACTIUNE REGIONAL VARA,729.77,8,0,0,AK21575175MRD02
2960,CONTINENTAL,255/45/R18,SPORT CONTACT 3,VARA,750,4,0,0,AC2554518YCSPC3
2975,NOKIAN,175/65/R15,WR D4,IARNA,239.9,24,0,0,AN1756515TWRD4
2977,NOKIAN,215/60/R16,WR D4,IARNA,458.42,0,0,2,AN2156016HWRD4X
2973,PIRELLI,205/60/R16,P7 CINTURATO,VARA,386.71,14,0,0,AP2056016HP7C
2976,NOKIAN,205/60/R16,WR D4,IARNA,380.53,0,0,1,AN2056016HD4X
3401,NOKIAN,185/60/R15,WR D4,IARNA,245.85,20,0,0,AN1856015TWRD4X
3036,PIRELLI,245/35/R19,P ZERO,VARA,892.5,4,0,0,AP2453519YPZX
3040,NOKIAN,215/55/R16,WR D4,IARNA,495.5,2,0,2,AN2155516HWRD4X
3013,NOKIAN,185/75/R16C,WR C3,LT IARNA,403.5,1,0,0,AN1857516CSWRC3
2983,NOKIAN,205/80/R16C,WR C3,LT IARNA,447.62,26,0,0,AN20516CRWRC3
2988,NOKIAN,195/65/R15,WR D4,IARNA,276.79,1,0,0,AN1956515HWRD4X
2990,NOKIAN,205/50/R17,WR D4,IARNA,536.26,26,0,0,AN2055017VWRD4X
2993,NOKIAN,205/55/R16,WR D4,IARNA,360,10,0,0,AN2055516TWRD4
2995,NOKIAN,215/65/R15C,WR C3,LT IARNA,488.03,26,4,0,AN2156515CTWRC3
2997,NOKIAN,215/75/R16C,WR C3,LT IARNA,548.41,28,4,20,AN2157516CSWRC3
2999,NOKIAN,225/45/R18,WR D4,4X4 IARNA,673.48,30,0,0,AN2254518VWRD4X
3000,NOKIAN,225/50/R17,WR D4,IARNA,544,20,0,30,AN2255017HWRD4X
3011,NOKIAN,175/70/R14C,WR C3,LT IARNA,360.88,4,0,0,AN1757014CTWRC3
3001,NOKIAN,235/55/R18,WR SUV 3,4X4 IARNA,675.59,3,0,0,AN2355518HWRS3X
3002,NOKIAN,245/45/R18,WR D4,IARNA,756.11,30,0,0,AN2454518VWRD4X
3003,NOKIAN,255/45/R20,WR SUV 3,4X4 IARNA,948.7,9,0,0,AN2554520VWRS3X
4084,NOKIAN,215/60/R16,eLINE 2,VARA,527.25,4,0,0,AN2156016WELI2X
3178,DUNLOP,235/55/R18,WINTER SPORT 3D,IARNA,779.75,2,0,0,AD2355518HWS3D
3664,PIRELLI,175/65/R14,P4 CINTURATO,VARA,177.44,22,4,0,AP1756514TP4
3015,NOKIAN,205/65/R16C,WR C3,LT IARNA,479.98,1,0,0,AN2056516CTWRC3
3016,NOKIAN,215/60/R16C,WR C3,LT IARNA,528.1,0,0,8,AN2156016CTWRC3
3017,NOKIAN,215/60/R17,WR D4,4X4 IARNA,573.34,1,0,0,AN2156017HWRD4
3018,NOKIAN,215/65/R16C,WR C3,LT IARNA,493.27,0,0,1,AN2156516CRWRC3
3019,NOKIAN,215/70/R15C,WR C3,LT IARNA,451.14,30,0,4,AN2157015CSWRC3
3020,NOKIAN,225/40/R18,WR D4,IARNA,598.69,26,0,0,AN2254018VWRD4X
3161,DUNLOP,255/45/R20,WINTER SPORT 3D,IARNA,1147.58,5,0,0,AD2554520VW3D
3023,NOKIAN,225/70/R15C,WR C3,LT IARNA,447.62,28,0,16,AN2257015CSWRC3
3025,NOKIAN,235/65/R16C,WR C3,LT IARNA,655.56,30,0,4,AN2356516CRWRC3
3026,NOKIAN,195/65/R16C,WR C3,LT IARNA,440.99,2,0,2,AN1956516CTWRC3
3038,NOKIAN,195/60/R16C,WR C3,LT IARNA,421.02,30,0,0,AN1956016CTWRC3
3523,KUMHO,"435/50/R19,5",LT03,TRAILER AUTOSTRADA VARA,1703.9,0,0,6,AK43550195JLT03
3078,KUMHO,"385/65/R22,5",MA12,TRAILER SANTIER VARA,1674.4,12,0,0,AK38565225KMA12
4735,PIRELLI,225/50/R18,P ZERO,VARA,850.48,4,0,0,AP2255018WPZX
3989,NOKIAN,215/65/R16,WEATHERPROOF,ALL SEASONS All Season,413.79,30,0,0,AN2156516HWEX
3039,NOKIAN,195/75/R16C,WR C3,LT IARNA,386.88,1,0,0,AN1957516CSWRC3
3031,NOKIAN,155/65/R14,WR D4,IARNA,206.48,11,0,0,AN1556514TWRD4
3035,PIRELLI,245/40/R19,P ZERO,VARA,852.4,2,0,0,AP2454019PZR
3069,NOKIAN,165/60/R15,WR D4,IARNA,260.42,8,0,0,AN1656015TWRD4
3037,NOKIAN,195/55/R15,WR D4,IARNA,363.66,30,0,18,AN1955515HD4X
3096,NORDMAN-NOKIAN,185/55/R15,WR,IARNA,261.32,20,0,0,ANO1855515TWR
3047,PIRELLI,255/55/R18,SCORPION WINTER RUN FLAT,4X4 IARNA,866.36,8,0,0,AP2555518HSWRX
3050,PIRELLI,275/40/R19,WINTER SOTTO ZERO 3,IARNA,1737.29,2,0,0,AP2754019WWSZ3
3094,CONTINENTAL,195/65/R15,ECO CONTACT 5,VARA,299.31,30,0,0,AC1956515HCEC5X
3058,PIRELLI,215/60/R16,WINTER SOTTO ZERO 3,IARNA,496.36,8,0,0,AP2156016HWSZ3X
3061,PIRELLI,225/45/R18,WINTER SOTTO ZERO 3,IARNA,718.16,13,0,0,AP2254518VWSZ3X
3067,PIRELLI,245/40/R18,WINTER SOTTO ZERO 3,IARNA,740.35,2,0,0,AP2454018HWSZ3X
3118,PIRELLI,255/45/R19,WINTER SOTTO ZERO 3,IARNA,1070.13,14,0,0,AP2554519VWSZ3X
3097,NORDMAN-NOKIAN,185/65/R14,WR,IARNA,201.74,1,0,0,ANO1856514TWR
3083,NORDMAN-NOKIAN,215/55/R16,WR,IARNA,361.52,30,0,12,ANO2155516HWR
3084,NORDMAN-NOKIAN,225/45/R17,WR,IARNA,406.87,30,0,20,ANO2254517HWR
3085,NORDMAN-NOKIAN,225/60/R16,WR,IARNA,427.85,5,0,0,ANO2256016HWR
3086,NORDMAN-NOKIAN,245/70/R16,WR SUV,4X4 IARNA,432.59,28,0,0,ANO2457016HWRSX
3131,MICHELIN,225/55/R17,ALPIN 5,IARNA,710.94,4,0,0,AM2255517VA5X
3160,DUNLOP,225/55/R16,WINTER SPORT 5,IARNA,533,4,0,0,AD2255516HESP5X
4476,PIRELLI,225/45/R18,WINTER SOTTO ZERO 3 ROF,IARNA,864.1,18,0,0,AP2254518HSZ3RX
3117,PIRELLI,255/40/R19,WINTER SOTTO ZERO 3,IARNA,1075.39,8,0,0,AP2554019VWSZ3X
3099,NORDMAN-NOKIAN,215/65/R17,WR SUV,4X4 IARNA,473.2,1,0,0,ANO2156517TWRS
3100,NORDMAN-NOKIAN,225/55/R16,WR,IARNA,377.09,20,0,0,ANO2255516HWR
3256,FULDA,235/45/R17,SPORTCONTROL,VARA,492.86,1,0,0,AF2354517YSPC
4438,NOKIAN,155/70/R19,WR D4,IARNA,550.83,2,0,0,AN1557019QWRD4X
3110,PIRELLI,265/40/R20,W240 SOTTOZERO S2,IARNA,1390,12,0,0,AP2654020VSZ2
4028,NOKIAN,215/45/R17,WR A4,IARNA,566.44,6,0,0,AN2154517VWRA4X
3200,MICHELIN,225/55/R16,ALPIN 5 RUN FLAT,IARNA,651.48,10,0,0,AM2255516VA5ZP
3151,DUNLOP,215/60/R17C,WINTER SPORT 3D,LT IARNA,773.86,20,4,0,AD2156017CHWS3D
3122,PIRELLI,205/45/R17,WINTER SOTTO ZERO 3 RUN FLAT,IARNA,745.6,8,0,0,AP2054517VSZ3RX
3152,DUNLOP,225/45/R17,WINTER SPORT 5,IARNA,567.03,23,4,8,AD2254517HWS5
3166,DUNLOP,175/70/R14,WINTER RESPONSE 2,IARNA,293.33,2,0,0,AD1757014TWR2
3233,NOKIAN,225/55/R16,WR D4,IARNA,478.57,1,0,0,AN2255516HWRD4X
3153,DUNLOP,225/50/R17,WINTER SPORT 5,IARNA,605.65,11,0,0,AD2255017HWSP5X
3144,MICHELIN,185/60/R14,ALPIN A4,IARNA,200,1,0,0,AM1856014TA4
3179,DUNLOP,245/40/R18,WINTER SPORT 5,IARNA,729.35,2,0,0,AD2454018VWS5X
3141,MICHELIN,225/65/R17,LATITUDE ALPIN LA2,4X4 IARNA,744.83,2,0,0,AM2256517HLA2
3174,DUNLOP,215/65/R16,WINTER SPORT 5,IARNA,464.28,0,8,8,AD2156516HWS5
3146,MICHELIN,235/45/R17,PILOT ALPIN PA4,IARNA,823.13,1,0,0,AM2354517VPA4
3175,DUNLOP,225/40/R18,WINTER SPORT 5,IARNA,652.12,2,0,0,AD2254018VWS5X
3150,DUNLOP,215/55/R16,WINTER SPORT 5,IARNA,519.26,22,4,4,AD2155516HWS5
3148,DUNLOP,195/50/R15,WINTER RESPONSE 2,IARNA,313.74,30,0,0,AD1955015TWR2
3149,DUNLOP,215/50/R17,WINTER SPORT 5,IARNA,578.82,21,4,4,AD2155017HWSP5
3220,HANKOOK,195/65/R15,KINERGY ECO,VARA,178.02,24,0,0,AH1956515HKINE
3222,DUNLOP,255/35/R20,WINTER SPORT 3D,IARNA,1161.32,8,0,0,AD2553520VW3DX
3168,DUNLOP,195/50/R16,WINTER SPORT 3D,IARNA,517.95,10,0,0,AD1955016HWS3DX
3171,DUNLOP,205/50/R17,WINTER SPORT 5,IARNA,587.98,3,0,0,AD2055017HWS5X
3177,DUNLOP,225/55/R16,WINTER SPORT 4D RUN FLAT,IARNA,627.84,4,0,0,AD2255516HW4DR
3227,NOKIAN,215/55/R16,WEATHERPROOF,ALL SEASONS All Season,508.09,4,0,0,AN2155516HWPR
3181,DUNLOP,255/40/R19,WINTER SPORT 5,IARNA,1022.57,5,0,0,AD2554019VWS5X
3182,DUNLOP,255/50/R19,WINTER SPORT 3D ROF,IARNA,889.64,2,0,0,AD2555019HW3DXR
3205,BRIDGESTONE,195/65/R15,EP 150,VARA,213.21,30,0,0,AB1956515HEP150
3191,MICHELIN,235/50/R17,PILOT ALPIN PA4,IARNA,884.88,12,0,0,AM2355017VPA4X
3226,NOKIAN,175/65/R15,WEATHERPROOF,ALL SEASONS All Season,276.52,4,0,0,AN1756515TWPR
3443,CONTINENTAL,275/45/R20,WINTER CONTACT TS850P SUV,4X4 IARNA,1288.32,16,0,0,AC2754520V85SX
3235,NOKIAN,235/60/R18,WEATHERPROOF SUV,4X4 All Season,666.89,12,0,0,AN2356018VWPRX
3261,NOKIAN,195/55/R16,WR D3,IARNA,344.06,2,0,2,AN1955516TWRD3
3273,DUNLOP,225/55/R18,WINTER SPORT 4D,IARNA,898.87,8,0,0,AD2255518HW4DX
3330,CONTINENTAL,235/65/R16C,VAN CONTACT WINTER,LT IARNA,682.62,2,0,0,AC2356516CRVCW
3228,NOKIAN,215/60/R16,WEATHERPROOF,ALL SEASONS All Season,514.79,30,0,0,AN2156016HWPRX
3213,YOKOHAMA,225/70/R17,G012,VARA,508.3,4,0,0,AY2257017TG012X
3346,BARUM,215/50/R17,POLARIS 3,IARNA,340.67,30,0,0,ABR2155017VP3X
3268,NOKIAN,215/60/R17C,HAKKA C2,LT VARA,297.5,1,0,0,AN2156017CTHA2
3246,NOKIAN,215/55/R16,WR D3,IARNA,424.63,22,0,4,AN2155516HWRD3
3270,DUNLOP,195/55/R16,WINTER SPORT 5,IARNA,439.41,10,4,4,AD1955516HWS5
3248,NORDMAN-NOKIAN,155/70/R13,WR,IARNA,140,8,0,0,ANO1557013TWR
3234,NOKIAN,235/60/R17,WEATHERPROOF SUV,4X4 All Season,625.27,2,0,0,AN2356017HWPRX
3271,CONTINENTAL,225/55/R17,WINTER CONTACT TS850P,IARNA,669.26,12,0,0,AC2255517HTS85
3245,NOKIAN,205/65/R15,WR D3,IARNA,333.97,1,0,0,AN2056515TWRD3
3240,SEMPERIT,205/65/R16C,VAN GRIP 2,LT IARNA,434.28,2,0,0,ASE2056516CTVG2
3255,CONTINENTAL,215/65/R16,WINTER CONTACT TS850P SUV,4X4 IARNA,470,1,0,2,AC2156516HTS85S
3250,NORDMAN-NOKIAN,165/70/R14,WR,IARNA,160,26,0,14,ANO1657014TWR
3252,NORDMAN-NOKIAN,215/45/R17,WR,IARNA,465.77,6,0,0,ANO2154517VWR
3386,CONTINENTAL,255/50/R19,WINTER CONTACT TS850P SUV,4X4 IARNA,858.56,25,0,0,AC2555019VTS85S
3262,NORDMAN-NOKIAN,235/55/R18,WR SUV,IARNA,575.41,30,0,0,ANO2355518HWRSX
3310,CONTINENTAL,225/40/R18,WINTER CONTACT TS850P,IARNA,646.06,6,0,0,AC2254018VTS85X
3266,CONTINENTAL,215/65/R15C,VAN CONTACT WINTER,LT IARNA,585.11,2,0,0,AC2156515CTVWI
3265,TOYO,295/40/R20,OPEN COUNTRY WT,IARNA,895.9,4,0,0,ATO2954020VOP
3352,BARUM,255/50/R19,POLARIS 4X4,4X4 IARNA,491.14,4,0,0,ABR2555019VP3X
3269,TOYO,185/60/R15,VRV2+,ALL SEASONS All Season,248.83,2,0,0,ATO1856015HVR
3304,NOKIAN,195/50/R15,WR D3,IARNA,250.79,30,0,20,AN1955015TWRD3
3307,NOKIAN,235/35/R19,WR D4,IARNA,932.83,2,0,0,AN2353519WD4X
3318,NOKIAN,225/45/R17,WR D3,IARNA,470.93,30,2,10,AN2254517HD3
3309,CONTINENTAL,195/70/R16,WINTER CONTACT TS850P SUV,4X4 IARNA,464.91,4,0,0,AC1957016HTS85S
3391,NOKIAN,235/55/R17,WR SUV 3,4X4 IARNA,582.32,20,0,0,AN2355517HWRS3X
3313,MICHELIN,215/60/R16,ENERGY SAVER+,VARA,586.4,4,0,0,AM2156016VES+
3521,CONTINENTAL,235/45/R18,WINTER CONTACT TS850P,IARNA,802.47,30,0,0,AC2354518VTS850
3350,BARUM,245/40/R18,POLARIS 3,IARNA,432.41,24,0,0,ABR2454018VP3X
3322,NOKIAN,225/50/R17,WR D3,IARNA,484.35,0,2,0,AN2255017HWRD3
3321,NOKIAN,175/70/R14,WR D3,IARNA,233.95,25,0,0,AN1757014TWRD3
3488,KUMHO,"235/75/R17,5",RD02,TRACTIUNE REGIONAL VARA,956.64,2,0,0,AK23575175JRD02
3384,PIRELLI,245/45/R18,WINTER SOTTO ZERO 3,IARNA,798.72,1,0,0,AP2454518VSZ3X
3338,NOKIAN,165/70/R13,WR D3,IARNA,183.31,3,0,0,AN1657013TWRD3
3379,CONTINENTAL,255/55/R19,WINTER CONTACT TS830P SUV,4X4 IARNA,1009.44,13,0,0,AC2555519H83SX
3373,CONTINENTAL,225/55/R16,WINTER CONTACT TS850P,IARNA,531.45,4,0,0,AC2255516HTS85X
3383,NOKIAN,275/55/R19,WR SUV 3,4X4 IARNA,1111.75,16,4,0,AN2755519VWRS3
3356,PIRELLI,235/50/R17,WINTER 240 SOTTO ZERO 2,IARNA,934.13,4,0,0,AP2355017VW2402
3358,PIRELLI,245/40/R18,WINTER SOTTO ZERO 3,IARNA,710.57,12,0,0,AP2454018VWSZ3X
3389,NOKIAN,215/60/R16,WR D3,IARNA,421.28,0,0,1,AN2156016HWRD3
3381,CONTINENTAL,275/40/R20,WINTER CONTACT TS850P SUV,4X4 IARNA,1215.95,8,0,0,AC2754020V85SX
3377,CONTINENTAL,245/45/R17,WINTER CONTACT TS810S,IARNA,823.65,8,0,0,AC2454517VTS810
3376,CONTINENTAL,235/65/R17,WINTER CONTACT TS850P SUV,4X4 IARNA,692.89,16,0,0,AC2356517H85SX
3378,CONTINENTAL,255/50/R19,WINTER CONTACT TS830P RUN FLAT,4X4 IARNA,922.17,24,0,0,AC2555019VTS83S
3390,NOKIAN,235/55/R17,WR D3,IARNA,574.94,0,0,2,AN2355517HWRD3X
3397,CONTINENTAL,255/60/R18,WINTER CONTACT TS830P SUV,4X4 IARNA,745.78,16,0,0,AC2556018HTS83S
3409,BARUM,205/70/R15,4X4 POLARIS3,4X4 IARNA,298.13,4,0,0,ABR2057015TP3
3456,NOKIAN,205/60/R16,WEATHERPROOF,ALL SEASONS All Season,422.21,30,0,12,AN2056016HWPR
3394,BARUM,235/55/R17,POLARIS 3,4X4 IARNA,569.81,8,0,0,ABR2355517VP3X
3905,KELLY,165/70/R14,ST,VARA,124.01,3,0,0,AKE1657014TST
3402,PIRELLI,225/55/R17,WINTER SOTTO ZERO 3 RUN FLAT,IARNA,793.47,28,0,0,AP2255517HWSZ3R
3447,SEMPERIT,175/55/R15,MASTER GRIP 2,IARNA,290.92,10,0,0,ASE1755515TMG2
3403,PIRELLI,255/50/R19,SCORPION WINTER RUN FLAT,4X4 IARNA,989.58,8,0,0,AP2555019VSWRX
4143,CONTINENTAL,175/70/R14,WINTER CONTACT TS860,IARNA,284.21,15,0,0,AC1757014TTS86
3462,DUNLOP,215/55/R18,WINTER SPORT 4D RUN FLAT,IARNA,946.23,12,0,0,AD2155518HWS4DR
3440,NOKIAN,195/65/R15,WR D4,IARNA,278.88,1,0,0,AN1956515HWRD4
3457,NOKIAN,235/50/R17,WR D4,IARNA,782.82,30,0,14,AN2355017VWRD4X
3458,NOKIAN,255/60/R17,WR SUV 3,IARNA,675.59,20,0,0,AN2556017HWRS3
3548,CONTINENTAL,"385/65/R22,5",HYBRID HT3,TRAILER REGIONAL VARA,2005.74,0,0,4,AC38565225CHT3
4734,PIRELLI,215/50/R17,P7 BLUE,VARA,619.06,1,0,0,AP2155017WP7BX
3433,NOKIAN,225/60/R18,WR SUV 3,4X4 IARNA,702.43,3,0,16,AN2256018HWRS3X
3459,NOKIAN,275/50/R20,WR SUV 3,4X4 IARNA,1285.32,30,0,0,AN2755020HWRS3
3435,PIRELLI,225/40/R18,WINTER SOTTO ZERO 3 RUN FLAT,IARNA,803.38,12,0,0,AP2254018VSZ3XR
3505,DUNLOP,215/55/R17,WINTER SPORT 5,IARNA,678.96,1,4,4,AD2155517VCWS5
4561,KELLY,175/70/R13,ST,VARA,121.96,1,0,4,AKE1757013TST
3728,BARUM,235/45/R17,BRAVURIS 3HM,VARA,289.38,2,0,0,ABR2354517YBR3X
3473,CONTINENTAL,235/55/R18,WINTER SPORT TS850P,IARNA,856.98,1,0,0,AC2355518HTS85
3496,GOODYEAR,215/60/R16,UG PERFORMANCE G1,IARNA,480,8,0,0,AG2156016HUGPX
3489,NOKIAN,215/55/R16,ALL WEATHER +,ALL SEASONS All Season,467.19,10,0,0,AN2155516HAW+
3476,KUMHO,"385/55/R22,5",LS03,CAMIOANE VARA,1645.32,1,0,0,AK38555225LLS03
3466,BARUM,185/60/R15,POLARIS 3,IARNA,188.07,1,0,0,ABR1856015TP3X
3474,NOKIAN,215/45/R16,WR D4,IARNA,583.37,30,0,0,AN2154516HWRD4X
3492,DUNLOP,285/35/R18,WINTER SPORT 3D,IARNA,1613.58,10,0,0,AD2853518W3D
3506,FULDA,265/65/R17,4X4 ROAD,4X4 VARA,729.18,1,0,0,AF2656517HRO
3574,KUMHO,"315/80/R22,5",MA03,DIRECTIE SANTIER VARA,1583.98,13,0,0,AK31580225MA03
3556,MICHELIN,195/65/R15,ENERGY SAVER+,VARA,283.16,2,4,0,AM1956515VENS+
3599,MICHELIN,215/60/R17C,AGILIS+,LT VARA,807.59,2,0,0,AM2156017CTAG+
3526,PIRELLI,245/45/R19,WINTER SOTTO ZERO 3,IARNA,1062.55,6,0,0,AP2454519VSZ3X
3562,NEXEN,235/65/R16C,WINGUARD WT1,LT IARNA,429.11,2,0,0,ANE2356516CRWI
3533,BF GOODRICH,185/60/R15,G GRIP GO,VARA,248.67,1,0,0,ABF1856015HGGR
3546,MICHELIN,275/40/R19,PRIMACY 3 RUN FLAT,VARA,1382.96,2,0,0,AM2754019YPR3ZP
3586,MICHELIN,245/40/R18,PILOT SPORT 4,VARA,770.13,2,0,0,AM2454018YPS4X
3570,KUMHO,"265/70/R19,5",RD02,CAMIOANE VARA,941.17,4,0,0,AK26570195MRD02
3555,MICHELIN,185/60/R15,ENERGY SAVER+,VARA,335.19,7,0,0,AM1856015TES+
3557,MICHELIN,235/40/R18,PILOT SPORT 4,VARA,736.44,1,0,0,AM2354018YPS4X
3638,NOKIAN,185/60/R14,iLINE,VARA,173.61,30,4,9,AN1856014HILI
3554,KUMHO,"385/55/R22,5",LT03,TRAILER AUTOSTRADA VARA,1604.35,2,0,0,AK38555225JLT03
4500,DUNLOP,245/40/R17,SPORT MAXX RT,VARA,605.26,1,0,0,AD2454017YMXRT
3877,NOKIAN,205/65/R15,iLINE,VARA,295.02,30,0,4,AN2056515HILI
3575,MICHELIN,205/55/R16,PRIMACY 3 RUN FLAT,VARA,557.84,4,0,0,AM2055516VPR3ZP
3571,KUMHO,"265/70/R19,5",RS03,DIRECTIE REGIONAL VARA,951.64,2,0,0,AK26570195RS03
3644,NOKIAN,225/45/R17,LINE,VARA,356.18,0,2,0,AN2254517WLIX
3589,OVATION,"315/70/R22,5",VI 660,DIRECTIE REGIONAL VARA,991.75,2,2,0,AOV31570225L660
3590,OVATION,"315/80/R22,5",VI 638,TRACTIUNE REGIONAL VARA,997.7,3,0,0,AOV31580225L638
3616,BF GOODRICH,195/50/R15,G GRIP GO,VARA,253.89,4,0,0,ABF1955015HGG
3594,SEMPERIT,215/75/R16C,VAN GRIP 2,LT IARNA,517.65,4,0,0,ASE2157516CVG2
3603,NOKIAN,205/55/R16,WEATHERPROOF,ALL SEASONS All Season,361.09,1,0,0,AN2055516VWPRX
3611,TOYO,165/65/R14,NANOENERGY 3,VARA,154.49,1,0,0,ATO1656514TNE03
3612,TOYO,165/70/R14,NANOENERGY 3,VARA,167.05,3,0,0,ATO1657014TNE3X
3633,KUMHO,"315/80/R22,5",MD01,TRACTIUNE SANTIER VARA,1615.23,30,0,4,AK31580225KMD01
3642,NOKIAN,195/60/R15,iLINE,VARA,230.68,30,4,0,AN1956015HILI
3680,CONTINENTAL,225/75/R16C,CONTI VANCO CONTACT 100,LT VARA,701.68,2,0,0,AC2257516CRCVC
3656,CONTINENTAL,305/30/R19,SPORT CONTACT 6,VARA,1136.68,4,0,0,AC3053019YSC6X
3629,VREDESTEIN,185/65/R15,T TRAC,VARA,223.12,4,0,0,AV1856515TTRAC2
3632,CONTINENTAL,235/65/R17,4X4 CONTACT,4X4 VARA,528.68,1,0,0,AC2356517CON4X4
3665,PIRELLI,185/65/R15,P4 CINTURATO,VARA,206.06,30,0,0,AP1856515TCINT
3646,NOKIAN,225/55/R17,zLINE RUN FLAT,VARA,679.49,5,0,0,AN2255517WZLIR
3648,NOKIAN,255/55/R19,zLINE SUV,4X4 VARA,634,14,4,0,AN2555519WZLSX
3649,NOKIAN,275/55/R19,zLINE SUV,4X4 VARA,833,4,0,0,AN2755519WZLS
3748,NOKIAN,265/45/R21,zLINE SUV,4X4 VARA,1041.31,6,0,0,AN2654521YZLIS
3677,CONTINENTAL,215/70/R16C,VANCO CONTACT 100,LT VARA,530.03,4,0,0,AC2157016CTCVC
3857,PIRELLI,235/55/R17,SCORPION VERDE,4X4 VARA,566.6,4,0,0,AP2355517HSV
3655,VIKING,195/65/R15,CITY TECH II,VARA,190.73,2,0,0,AVI1956515TC2X
4390,NOKIAN,245/50/R20,HAKKAPELIITA R2 SUV,4X4 IARNA,1613.16,4,0,0,AN2455020RHKR2X
3723,NOKIAN,165/70/R14,iLINE,VARA,171.48,4,0,0,AN1657014TILI
3670,PIRELLI,245/45/R19,P ZERO,VARA,945.44,2,0,0,AP2454519YPZ
3722,NOKIAN,195/65/R15,iLINE,VARA,192.9,4,4,0,AN1956515TILI
3827,NOKIAN,235/60/R17C,cLINE CARGO,LT VARA,628.57,4,0,0,AN2356017CRCLIC
3672,CONTINENTAL,205/75/R16C,VANCO CONTACT 100,LT VARA,493.46,2,0,0,AC2057516CRCOV
3674,CONTINENTAL,215/60/R16,PREMIUM CONTACT 5,VARA,483.95,2,0,0,AC2156016HPC5
3704,RADAR,155/65/R13,RPX10,VARA,97,1,8,4,ARD1556513TRPX1
3692,NOKIAN,175/65/R14,iLINE,VARA,157.68,30,8,18,AN1756514TILI
3693,NOKIAN,185/65/R15,iLINE,VARA,184,30,4,0,AN1856515TILI
3695,NOKIAN,215/65/R15C,cLINE VAN,LT VARA,459.17,30,0,0,AN2156515CTCLIV
3696,NOKIAN,255/55/R18,zLINE SUV,4X4 VARA,563.79,0,0,2,AN2555518YZLSX
3720,NOKIAN,235/55/R18,LINE SUV,4X4 VARA,547.38,2,0,0,AN2355518VLIS
3708,RADAR,185/60/R15,RPX800,VARA,132,8,0,0,ARD1856015HRPX8
3712,RADAR,195/65/R15,RPX20,VARA,135.01,0,0,4,ARD1956515VRPX2
3714,RADAR,205/55/R16,RPX20,VARA,143,11,6,2,ARD2055516VRPX2
3715,RADAR,205/60/R16,RPX800,VARA,169,24,0,0,ARD2056016VRPX8
3988,MICHELIN,225/40/R18,PILOT SPORT 3 RUN FLAT,VARA,744.87,2,0,0,AM2254018YPSZX
3746,NOKIAN,215/45/R16,LINE,VARA,443.87,1,0,0,AN2154516VLIX
3719,KUMHO,"315/70/R22,5",KLD03,TRACTIUNE REGIONAL VARA,1536.17,20,0,0,AK31570225KLD03
3737,NOKIAN,195/55/R16,LINE RUN FLAT,VARA,451.21,8,0,0,AN1955516VLIR
3755,TOYO,185/60/R15,NANOENERGY 3,VARA,220.75,3,0,0,ATO1856015TNE03
3731,CONTINENTAL,"435/50/R19,5",HYBRID HT3,TRAILER REGIONAL VARA,1995.81,24,0,0,AC43550195JHT3
4345,PIRELLI,215/50/R18,WINTER SOTTO ZERO 3,IARNA,732.75,7,0,0,AP2155018VWSZ3
3860,BARUM,255/40/R19,BRAVURIS 3HM,VARA,508.17,2,0,0,ABR2554019YBR3
4397,NOKIAN,245/50/R18,WR A4,IARNA,749.4,30,0,0,AN2455018VWRA4
3856,PIRELLI,195/65/R15,P6 CINTURATO,VARA,206.06,9,4,0,AP1956515HP6C
3850,DUNLOP,255/55/R19,QUATTROMAXX,VARA,711.47,4,0,0,AD2555519WQMXX
4459,FALKEN,"315/80/R22,5",RI128,DIRECTIE AUTOSTRADA VARA,1554.44,10,0,0,AFA31580225M128
4270,MICHELIN,215/60/R16,PRIMACY 3,VARA,593.86,20,0,0,AM2156016VP3
3825,NOKIAN,175/65/R15,iLINE,VARA,211.32,2,0,0,AN1756515TILI
3807,CONTINENTAL,275/35/R20,SPORTCONTACT 6,VARA,1072.15,4,0,0,AC2753520YCSC6
